"","pmid","year","labels","phrase","highest_pvalue","group"
"4358",17148938,2007,2005,"""failed to reach statistical significance""",0.22,">=0.15"
"4359",17149987,2006,2005,"""failed to reach statistical significance""",0.12,">=0.15"
"4360",17160498,2007,2005,"""failed to reach statistical significance""",0.05,">=0.05-0.15"
"4361",17187585,2007,2005,"""failed to reach statistical significance""",0.15,">=0.15"
"4362",17198906,2007,2005,"""failed to reach statistical significance""",0.052,">=0.05-0.15"
"4363",17265490,2007,2005,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4364",17265490,2007,2005,"""failed to reach statistical significance""",0.12,">=0.15"
"4366",17302656,2007,2005,"""failed to reach statistical significance""",0.05,">=0.05-0.15"
"4369",17304686,2007,2005,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4371",17322141,2007,2005,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4372",17322539,2007,2005,"""failed to reach statistical significance""",0.626,">=0.15"
"4375",17382154,2007,2005,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4377",17406887,2007,2005,"""failed to reach statistical significance""",0.087,">=0.05-0.15"
"4378",17407625,2007,2005,"""failed to reach statistical significance""",0.062,">=0.05-0.15"
"4379",17409308,2007,2005,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4381",17494874,2007,2005,"""failed to reach statistical significance""",0.15,">=0.15"
"4382",17499642,2007,2005,"""failed to reach statistical significance""",0.2,">=0.15"
"4383",17518666,2006,2005,"""failed to reach statistical significance""",0.39,">=0.15"
"4384",17521032,2007,2005,"""failed to reach statistical significance""",0.41,">=0.15"
"4385",17521243,2007,2005,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4386",17545265,2007,2005,"""failed to reach statistical significance""",0.1,">=0.15"
"4387",17545356,2007,2005,"""failed to reach statistical significance""",0.068,">=0.05-0.15"
"4389",17568402,2008,2008,"""failed to reach statistical significance""",0.053,">=0.05-0.15"
"4390",17572579,2007,2005,"""failed to reach statistical significance""",0.053,">=0.05-0.15"
"4391",17602120,2007,2005,"""failed to reach statistical significance""",0.24,">=0.15"
"4392",17602120,2007,2005,"""failed to reach statistical significance""",0.24,">=0.15"
"4393",17638108,2007,2005,"""failed to reach statistical significance""",0.065,">=0.05-0.15"
"4394",17664473,2007,2005,"""failed to reach statistical significance""",0.087,">=0.05-0.15"
"4395",17694376,2008,2008,"""failed to reach statistical significance""",0.076,">=0.05-0.15"
"4396",17702725,2007,2005,"""failed to reach statistical significance""",0.1,">=0.15"
"4397",17706256,2007,2005,"""failed to reach statistical significance""",0.87,">=0.15"
"4398",17725542,2007,2005,"""failed to reach statistical significance""",0.1245,">=0.15"
"4399",17850609,2007,2005,"""failed to reach statistical significance""",0.609,">=0.15"
"4401",17875243,2007,2005,"""failed to reach statistical significance""",0.054,">=0.05-0.15"
"4402",17879957,2008,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4404",17934184,2008,2008,"""failed to reach statistical significance""",0.072,">=0.05-0.15"
"4407",18035092,2007,2005,"""failed to reach statistical significance""",0.062,">=0.05-0.15"
"4408",18049303,2007,2005,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4409",18072875,2008,2008,"""failed to reach statistical significance""",0.079,">=0.05-0.15"
"4410",18081147,2007,2005,"""failed to reach statistical significance""",0.076,">=0.05-0.15"
"4412",18158380,2008,2008,"""failed to reach statistical significance""",0.1,">=0.15"
"4413",18158380,2008,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4414",18164301,2008,2008,"""failed to reach statistical significance""",0.19,">=0.15"
"4417",18190429,2008,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4418",18199105,2008,2008,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4420",18270353,2008,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4421",18330706,2008,2008,"""failed to reach statistical significance""",0.04,"<0.05"
"4422",18331610,2008,2008,"""failed to reach statistical significance""",0.02,"<0.05"
"4426",18413440,2009,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4428",18442542,2008,2008,"""failed to reach statistical significance""",0.088,">=0.05-0.15"
"4429",18445172,2008,2008,"""failed to reach statistical significance""",0.104,">=0.15"
"4431",18460563,2008,2008,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4432",18509206,2008,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4434",18543328,2008,2008,"""failed to reach statistical significance""",0.054,">=0.05-0.15"
"4435",18547273,2008,2008,"""failed to reach statistical significance""",0.076,">=0.05-0.15"
"4436",18583434,2009,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4437",18589451,2008,2008,"""failed to reach statistical significance""",0.11,">=0.15"
"4438",18614924,2008,2008,"""failed to reach statistical significance""",0.059,">=0.05-0.15"
"4440",18676418,2008,2008,"""failed to reach statistical significance""",0.02,"<0.05"
"4441",18685538,2008,2008,"""failed to reach statistical significance""",0.05,">=0.05-0.15"
"4442",18695095,2008,2008,"""failed to reach statistical significance""",0.14,">=0.15"
"4443",18786076,2008,2008,"""failed to reach statistical significance""",0.0852,">=0.05-0.15"
"4444",18834506,2008,2008,"""failed to reach statistical significance""",0.343,">=0.15"
"4445",18835885,2008,2008,"""failed to reach statistical significance""",0.056,">=0.05-0.15"
"4446",18836440,2009,2008,"""failed to reach statistical significance""",0.14,">=0.15"
"4448",18854722,2008,2008,"""failed to reach statistical significance""",0.39,">=0.15"
"4450",19015468,2008,2008,"""failed to reach statistical significance""",0.11,">=0.15"
"4451",19028019,2009,2008,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4452",19028019,2009,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4453",19032133,2008,2008,"""failed to reach statistical significance""",0.098,">=0.05-0.15"
"4454",19067726,2009,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4455",19100647,2009,2008,"""failed to reach statistical significance""",0.439,">=0.15"
"4459",19143877,2008,2008,"""failed to reach statistical significance""",0.007,"<0.05"
"4460",19164772,2009,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4462",19191343,2009,2008,"""failed to reach statistical significance""",0.25,">=0.15"
"4464",19194995,2009,2008,"""failed to reach statistical significance""",0.0504,">=0.05-0.15"
"4465",19201576,2009,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4466",19212122,2009,2008,"""failed to reach statistical significance""",0.3,">=0.15"
"4467",19222545,2009,2008,"""failed to reach statistical significance""",0.068,">=0.05-0.15"
"4468",19222654,2009,2008,"""failed to reach statistical significance""",0.258,">=0.15"
"4469",19302673,2009,2008,"""failed to reach statistical significance""",0.05,">=0.05-0.15"
"4470",19327308,2009,2008,"""failed to reach statistical significance""",0.65,">=0.15"
"4472",19441129,2009,2008,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4475",19445652,2009,2008,"""failed to reach statistical significance""",0.057,">=0.05-0.15"
"4476",19475754,2009,2008,"""failed to reach statistical significance""",0.061,">=0.05-0.15"
"4481",19646805,2009,2008,"""failed to reach statistical significance""",0.27,">=0.15"
"4482",19653788,2009,2008,"""failed to reach statistical significance""",0.144,">=0.15"
"4483",19653788,2009,2008,"""failed to reach statistical significance""",0.055,">=0.05-0.15"
"4484",19678773,2009,2008,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4485",19679450,2009,2008,"""failed to reach statistical significance""",0.01,"<0.05"
"4486",19689546,2009,2008,"""failed to reach statistical significance""",0.1,">=0.15"
"4487",19689546,2009,2008,"""failed to reach statistical significance""",0.0553,">=0.05-0.15"
"4489",19734293,2009,2008,"""failed to reach statistical significance""",0.209,">=0.15"
"4491",19743983,2009,2008,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4492",19748210,2010,2008,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4493",19748210,2010,2008,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4494",19755888,2009,2008,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4495",19767384,2009,2008,"""failed to reach statistical significance""",0.087,">=0.05-0.15"
"4497",19789440,2010,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4498",19812336,2009,2008,"""failed to reach statistical significance""",0.055,">=0.05-0.15"
"4500",19886982,2009,2008,"""failed to reach statistical significance""",0.12,">=0.15"
"4503",19923998,2010,2008,"""failed to reach statistical significance""",0.02,"<0.05"
"4505",19954486,2009,2008,"""failed to reach statistical significance""",0.089,">=0.05-0.15"
"4506",19963428,2010,2008,"""failed to reach statistical significance""",0.417,">=0.15"
"4507",19963428,2010,2008,"""failed to reach statistical significance""",0.1,">=0.15"
"4508",20035590,2009,2008,"""failed to reach statistical significance""",0.051,">=0.05-0.15"
"4509",20039425,2010,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4511",20065132,2010,2008,"""failed to reach statistical significance""",0.13,">=0.15"
"4512",20102355,2010,2008,"""failed to reach statistical significance""",0.066,">=0.05-0.15"
"4513",20140099,2010,2008,"""failed to reach statistical significance""",0.81,">=0.15"
"4516",20147573,2011,2011,"""failed to reach statistical significance""",0.11,">=0.15"
"4518",20173211,2010,2008,"""failed to reach statistical significance""",0.23,">=0.15"
"4519",20174819,2010,2008,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4520",20175405,2010,2008,"""failed to reach statistical significance""",0.053,">=0.05-0.15"
"4521",20185426,2010,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4523",20198649,2010,2008,"""failed to reach statistical significance""",0.14,">=0.15"
"4524",20199139,2010,2008,"""failed to reach statistical significance""",0.056,">=0.05-0.15"
"4525",20200972,2010,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4526",20209464,2009,2008,"""failed to reach statistical significance""",0.05,">=0.05-0.15"
"4529",20304563,2010,2008,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4530",20304677,2010,2008,"""failed to reach statistical significance""",0.16,">=0.15"
"4532",20360491,2010,2008,"""failed to reach statistical significance""",0.332,">=0.15"
"4533",20364021,2010,2008,"""failed to reach statistical significance""",0.064,">=0.05-0.15"
"4534",20378497,2010,2008,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4535",20410322,2011,2011,"""failed to reach statistical significance""",0.057,">=0.05-0.15"
"4537",20456815,2010,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4538",20456815,2010,2008,"""failed to reach statistical significance""",0.21,">=0.15"
"4539",20466803,2010,2008,"""failed to reach statistical significance""",0.15,">=0.15"
"4540",20466803,2010,2008,"""failed to reach statistical significance""",0.08,">=0.05-0.15"
"4541",20491747,2010,2008,"""failed to reach statistical significance""",0.069,">=0.05-0.15"
"4542",20506512,2010,2008,"""failed to reach statistical significance""",0.101,">=0.15"
"4543",20512586,2010,2008,"""failed to reach statistical significance""",0.05,">=0.05-0.15"
"4544",20516223,2010,2008,"""failed to reach statistical significance""",0.04,"<0.05"
"4545",20525742,2010,2008,"""failed to reach statistical significance""",0.3,">=0.15"
"4546",20541949,2010,2008,"""failed to reach statistical significance""",0.051,">=0.05-0.15"
"4547",20543747,2011,2011,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4548",20543747,2011,2011,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4550",20557298,2010,2008,"""failed to reach statistical significance""",0.066,">=0.05-0.15"
"4551",20560981,2010,2008,"""failed to reach statistical significance""",0.46,">=0.15"
"4552",20601736,2010,2008,"""failed to reach statistical significance""",0.269,">=0.15"
"4554",20630712,2010,2008,"""failed to reach statistical significance""",0.18,">=0.15"
"4556",20637561,2010,2008,"""failed to reach statistical significance""",0.743,">=0.15"
"4557",20646915,2011,2011,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4558",20647477,2010,2008,"""failed to reach statistical significance""",0.06,">=0.05-0.15"
"4560",20680276,2011,2011,"""failed to reach statistical significance""",0.967,">=0.15"
"4561",20688811,2010,2008,"""failed to reach statistical significance""",0.21,">=0.15"
"4562",20720418,2010,2008,"""failed to reach statistical significance""",0.25,">=0.15"
"4563",20802205,2010,2008,"""failed to reach statistical significance""",0.422,">=0.15"
"4564",20827267,2010,2008,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4566",20870757,2011,2011,"""failed to reach statistical significance""",0.09,">=0.05-0.15"
"4567",20921898,2010,2008,"""failed to reach statistical significance""",0.1,">=0.15"
"4568",20924024,2011,2011,"""failed to reach statistical significance""",0.15,">=0.15"
"4570",20973950,2010,2008,"""failed to reach statistical significance""",0.75,">=0.15"
"4571",21041105,2011,2011,"""failed to reach statistical significance""",0.052,">=0.05-0.15"
"4572",21052775,2011,2011,"""failed to reach statistical significance""",0.8,">=0.15"
"4573",21057977,2011,2011,"""failed to reach statistical significance""",0.095,">=0.05-0.15"
"4575",21093988,2011,2011,"""failed to reach statistical significance""",0.219,">=0.15"
"4576",21093988,2011,2011,"""failed to reach statistical significance""",0.065,">=0.05-0.15"
"4577",21104305,2011,2011,"""failed to reach statistical significance""",0.9,">=0.15"
"4578",21104305,2011,2011,"""failed to reach statistical significance""",0.661,">=0.15"
"4579",21127134,2011,2011,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
"4581",21138861,2011,2011,"""failed to reach statistical significance""",0.055,">=0.05-0.15"
"4582",21142408,2011,2011,"""failed to reach statistical significance""",0.07,">=0.05-0.15"
